Pais,Growth Manager,Marca,Sucursal,App,Mes,Visitas,Conversión,Ordenes,Ventas,Recompra,NPS,Disponibilidad,Órdenes con Demora (%),Órdenes Canceladas (%),Tiempo de Preparación
Argentina,Juanchi,MARCA D ,Urquiza,Pedidos Ya,1 feb 2025,1366,0.0915,125,2865212,,4.4,0.9993,0.0915,0,20
Argentina,Juanchi,MARCA D ,Urquiza,Pedidos Ya,1 abr 2025,1204,0.103,124,3025386,,4.5,0.9767,0.103,0.0079,16
Argentina,Juanchi,MARCA D ,Belgrano,Pedidos Ya,1 jun 2025,1967,0.061,120,3640277.5,,4.6,0.9908,0.061,0,14
Argentina,Juanchi,MARCA D ,Devoto,Pedidos Ya,1 sept 2024,1313,0.0906,119,2104900,,4.5,0.9972,0.0906,0,17
Argentina,Juanchi,MARCA D ,Urquiza,Pedidos Ya,1 nov 2024,1255,0.094,118,2612749.5,,4.5,0.9948,0.094,0.0084,23
Argentina,Juanchi,MARCA D ,Recoleta,Pedidos Ya,1 feb 2025,2035,0.057,116,2681248.5,,4.4,0.9912,0.057,0,12
Argentina,Juanchi,MARCA D ,Recoleta,Pedidos Ya,1 may 2025,2402,0.0483,116,2449468.5,,4.4,0.9874,0.0483,0,12
Argentina,Juanchi,MARCA D ,Urquiza,Rappi,1 abr 2025,1948,0.058,113,2772520,0.3628,5,0.9963,,0,
Argentina,Juanchi,MARCA D ,Devoto,Pedidos Ya,1 ene 2025,132,0.847,112,2725989.5,,4.6,0.9956,0.847,0,12
Argentina,Juanchi,MARCA D ,Urquiza,Pedidos Ya,1 dic 2024,119,0.929,111,2811158,,4.6,0.9959,0.929,0,21
Argentina,Juanchi,MARCA D ,Devoto,Pedidos Ya,1 oct 2024,1115,0.0978,109,2173480.5,,4.5,0.997,0.0978,0,15
Argentina,Juanchi,MARCA D ,Urquiza,Rappi,1 dic 2024,1862,0.058,108,2753510,0.3519,4.25,0.9932,,0.0093,
Argentina,Juanchi,MARCA D ,Devoto,Pedidos Ya,1 may 2025,1967,0.0549,108,2842841,,4.6,0.9855,0.0549,0,15
Argentina,Juanchi,MARCA D ,Recoleta,Pedidos Ya,1 ene 2025,115,0.9034,104,2658955,,4.5,0.9943,0.9034,0,12
Argentina,Juanchi,MARCA D ,Devoto,Pedidos Ya,1 abr 2025,1370,0.0759,104,2911698.5,,4.6,0.9889,0.0759,0,15
Argentina,Juanchi,MARCA D ,Urquiza,Rappi,1 oct 2024,3778,0.027,102,2202040,0.3627,4.5,0.9944,,0,
Argentina,Juanchi,MARCA D ,Belgrano,Pedidos Ya,1 dic 2024,107,0.9373,100,2407654,,4.4,0.9755,0.9373,0,16
Argentina,Juanchi,MARCA D ,Devoto,Pedidos Ya,1 feb 2025,1781,0.0556,99,2269418,,4.5,0.9968,0.0556,0,13
Argentina,Juanchi,MARCA D ,Devoto,Rappi,1 abr 2025,2341,0.041,96,2144050,0.4688,4.4,0.9993,,0,
Argentina,Juanchi,MARCA D ,Urquiza,Pedidos Ya,1 mar 2025,1179,0.0814,96,2583577,,4.4,0.9866,0.0814,0,18
Argentina,Juanchi,MARCA D ,Devoto,Pedidos Ya,1 mar 2025,1369,0.0694,95,2282373.5,,4.5,0.9947,0.0694,0,14
Argentina,Juanchi,MARCA D ,Recoleta,Pedidos Ya,1 dic 2024,101,0.9342,94,2373347.5,,4.5,0.9966,0.9342,0,12
Argentina,Juanchi,MARCA D ,Belgrano,Rappi,1 oct 2024,2421,0.038,92,1846300,0.2717,4.75,0.9978,,0,
Argentina,Juanchi,MARCA D ,Urquiza,Rappi,1 ene 2025,1878,0.049,92,2190645,0.2174,5,0.9927,,0,
Argentina,Juanchi,MARCA D ,Belgrano,Rappi,1 sept 2024,1579,0.057,90,1676010,0.3111,5,0.9942,,0,
Argentina,Juanchi,MARCA D ,Recoleta,Rappi,1 abr 2025,3000,0.03,90,2215320,0.4333,4.6,1,,0,
Argentina,Juanchi,MARCA D ,Urquiza,Rappi,1 may 2025,2543,0.035,89,2218020,0.4494,5,0.996,,0.0225,
Argentina,Juanchi,MARCA D ,Urquiza,Pedidos Ya,1 jun 2025,1417,0.0628,89,2589840.05,,4.4,0.9829,0.0628,0,18
Argentina,Juanchi,MARCA D ,Belgrano,Rappi,1 abr 2025,1441,0.059,85,1910250,0.3412,4.57,0.997,,0,
Argentina,Juanchi,MARCA D ,Belgrano,Rappi,1 ago 2024,832,0.101,84,1409890,0.4405,4,0.9812,,0,
Argentina,Juanchi,MARCA D ,Urquiza,Rappi,1 nov 2024,2400,0.035,84,2307936,0.1667,4.4,0.98,,0,
Argentina,Juanchi,MARCA D ,Recoleta,Rappi,1 dic 2024,2412,0.034,82,1798980,0.3293,5,0.9821,,0,
Argentina,Juanchi,MARCA D ,Devoto,Pedidos Ya,1 nov 2024,1220,0.0672,82,1787389.5,,4.4,0.9913,0.0672,0,15
Argentina,Juanchi,MARCA D ,Belgrano,Rappi,1 mar 2025,1500,0.054,81,1975715,0.3086,3.57,0.9998,,0,
Argentina,Juanchi,MARCA D ,Recoleta,Rappi,1 may 2025,2857,0.028,80,2223681,0.3875,4.64,0.9938,,0,
Argentina,Juanchi,MARCA D ,Recoleta,Rappi,1 jun 2025,3810,0.021,80,2372974,0.3375,4.29,1,,0,
Argentina,Juanchi,MARCA D ,Recoleta,Pedidos Ya,1 mar 2025,1436,0.0557,80,2152175,,4.4,0.9957,0.0557,0.012,12
Argentina,Juanchi,MARCA D ,Urquiza,Rappi,1 mar 2025,2171,0.035,76,1974430,0.4474,4.29,0.9894,,0,
Argentina,Juanchi,MARCA D ,Devoto,Rappi,1 ene 2025,2176,0.034,74,1601870,0.4189,4.75,0.9991,,0,
Argentina,Juanchi,MARCA D ,Belgrano,Rappi,1 dic 2024,2571,0.028,72,1957625,0.4028,3.5,0.9845,,0,
Argentina,Juanchi,MARCA D ,Devoto,Rappi,1 mar 2025,2182,0.033,72,1957075,0.4583,5,0.9919,,0,
Argentina,Juanchi,MARCA D ,Urquiza,Rappi,1 sept 2024,1246,0.057,71,1206910,0.2958,4.67,0.999,,0,
Argentina,Juanchi,MARCA D ,Recoleta,Rappi,1 oct 2024,2917,0.024,70,1533580,0.2571,3.75,1,,0,
Argentina,Juanchi,MARCA D ,Recoleta,Pedidos Ya,1 abr 2025,1510,0.0457,69,1635717,,4.4,0.9972,0.0457,0,11
Argentina,Juanchi,MARCA D ,Devoto,Rappi,1 feb 2025,2125,0.032,68,1979875,0.4853,4.5,1,,0,
Argentina,Juanchi,MARCA D ,Urquiza,Rappi,1 jun 2025,2720,0.025,68,1829738,0.4559,3.25,1,,0,
Argentina,Juanchi,MARCA D ,Recoleta,Rappi,1 feb 2025,2241,0.029,65,1581685,0.2769,5,0.9923,,0,
Argentina,Juanchi,MARCA D ,Recoleta,Rappi,1 nov 2024,3200,0.02,64,1720093,0.2656,5,0.9986,,0,
Argentina,Juanchi,MARCA D ,Belgrano,Rappi,1 nov 2024,1829,0.035,64,1586922,0.2969,4.8,0.9867,,0,
Argentina,Juanchi,MARCA D ,Belgrano,Rappi,1 jun 2025,1391,0.046,64,1479218,0.4375,3.8,0.9942,,0,
Argentina,Juanchi,MARCA D ,Belgrano,Rappi,1 jul 2024,513,0.119,61,838450,0.2787,4.5,0.9879,,0,
Argentina,Juanchi,MARCA D ,Devoto,Rappi,1 dic 2024,1419,0.043,61,1484185,0.377,3.33,0.9972,,0,
Argentina,Juanchi,MARCA D ,Recoleta,Rappi,1 mar 2025,2000,0.03,60,1517680,0.2667,4.57,0.9945,,0,
Argentina,Juanchi,MARCA D ,Belgrano,Rappi,1 may 2025,1135,0.052,59,1652450,0.3051,3.2,0.9975,,0,
Argentina,Juanchi,MARCA D ,Devoto,Pedidos Ya,1 jun 2025,1432,0.0412,59,1394435,,4.4,0.9841,0.0412,0,18
Argentina,Juanchi,MARCA D ,Recoleta,Rappi,1 sept 2024,1302,0.043,56,1062045,0.2143,4.33,0.9988,,0,
Argentina,Juanchi,MARCA D ,Recoleta,Rappi,1 ene 2025,1647,0.034,56,1226570,0.4107,3.17,0.9959,,0,
Argentina,Juanchi,MARCA D ,Belgrano,Rappi,1 feb 2025,1719,0.032,55,1537970,0.2727,4.75,1,,0,
Argentina,Juanchi,MARCA D ,Belgrano,Rappi,1 ene 2025,1688,0.032,54,1271710,0.2778,5,0.9961,,0,
Argentina,Juanchi,MARCA D ,Urquiza,Rappi,1 feb 2025,1767,0.03,53,1271610,0.3962,0,1,,0,
Argentina,Juanchi,MARCA D ,Recoleta,Pedidos Ya,1 jun 2025,2172,0.0244,53,1752215,,4.5,0.9885,0.0244,0,14
Argentina,Juanchi,MARCA D ,Devoto,Pedidos Ya,1 dic 2024,56,0.9238,52,1171825.5,,4.5,0.997,0.9238,0.037,15
Argentina,Juanchi,MARCA D ,Devoto,Rappi,1 nov 2024,2042,0.024,49,1451238,0.1633,5,0.9905,,0,
Argentina,Juanchi,MARCA D ,Urquiza,Rappi,1 jul 2024,338,0.139,47,666075,0.3617,4.5,0.9885,,0.0213,
Argentina,Juanchi,MARCA D ,Devoto,Rappi,1 jun 2025,3231,0.013,42,1137364,0.5476,4.5,0.9932,,0,
Argentina,Juanchi,MARCA D ,Devoto,Rappi,1 may 2025,1226,0.031,38,1087260,0.4474,5,0.9998,,0,
Argentina,Juanchi,MARCA D ,Devoto,Rappi,1 jul 2024,261,0.119,31,407795,0.2581,5,0.9904,,0,
Argentina,Juanchi,MARCA D ,Devoto,Rappi,1 oct 2024,2727,0.011,30,446565,0.2333,5,1,,0,
Argentina,Juanchi,MARCA D ,Urquiza,Rappi,1 ago 2024,231,0.121,28,443545,0.3214,5,0.983,,0.0357,
Argentina,Juanchi,MARCA D ,Recoleta,Rappi,1 ago 2024,280,0.093,26,408575,0.2692,4,1,,0,
Argentina,Juanchi,MARCA D ,Devoto,Rappi,1 sept 2024,813,0.032,26,430650,0.3462,5,0.9974,,0,
Argentina,Juanchi,MARCA D ,Recoleta,Rappi,1 jul 2024,222,0.099,22,294560,0.1818,5,0.9482,,0,
Argentina,Juanchi,MARCA D ,Devoto,Rappi,1 ago 2024,134,0.097,13,169195,0.3077,0,0.9843,,0,
Argentina,Juanchi,MARCA A ,Devoto,Pedidos Ya,1 jul 2025,20323,0.1798,3654,91734544.75,,4.5,0.9704,0.1798,0.0005,13
Argentina,Juanchi,MARCA A ,Urquiza,Pedidos Ya,1 jul 2025,19807,0.1659,3286,87212087.3,,4.5,0.9361,0.1659,0.0003,16
Argentina,Juanchi,MARCA A ,Belgrano,Pedidos Ya,1 jul 2025,19177,0.1702,3264,80605853.5,,4.6,0.9308,0.1702,0.0009,15
Argentina,Juanchi,MARCA A ,Recoleta,Pedidos Ya,1 jul 2025,22667,0.1376,3119,76735406.2,,4.6,0.9366,0.1376,0.0006,13
Argentina,Juanchi,MARCA A ,Recoleta,Pedidos Ya,14 jul 2025,,,,,,,,,,
Argentina,Juanchi,MARCA A ,Belgrano,Pedidos Ya,14 jul 2025,,,,,,,,,,
Argentina,Juanchi,MARCA A ,Devoto,Pedidos Ya,14 jul 2025,,,,,,,,,,
Argentina,Juanchi,MARCA A ,Urquiza,Pedidos Ya,14 jul 2025,,,,,,,,,,
Argentina,Juanchi,MARCA B,Urquiza,Pedidos Ya,1 jul 2025,8359,0.1274,1065,28075687.1,,4.5,0.9665,0.1274,0.0009,15
Argentina,Juanchi,MARCA B,Belgrano,Pedidos Ya,1 jul 2025,7931,0.1334,1058,28278468.85,,4.5,0.9834,0.1334,0.0009,15
Argentina,Juanchi,MARCA B,Devoto,Pedidos Ya,1 jul 2025,7550,0.1212,915,25499673.25,,4.6,0.989,0.1212,0,13
Argentina,Juanchi,MARCA B,Recoleta,Pedidos Ya,1 jul 2025,7390,0.1019,753,19245327,,4.6,0.9478,0.1019,0.0168,12
Argentina,Juanchi,MARCA B,Recoleta,Pedidos Ya,14 jul 2025,,,,,,,,,,
Argentina,Juanchi,MARCA B,Belgrano,Pedidos Ya,14 jul 2025,,,,,,,,,,
Argentina,Juanchi,MARCA B,Devoto,Pedidos Ya,14 jul 2025,,,,,,,,,,
Argentina,Juanchi,MARCA B,Urquiza,Pedidos Ya,14 jul 2025,,,,,,,,,,
Argentina,Juanchi,MARCA C,Urquiza,Pedidos Ya,1 jul 2025,4523,0.0765,346,8809010,,4.5,0.9705,0.0765,0,13
Argentina,Juanchi,MARCA C,Belgrano,Pedidos Ya,1 jul 2025,4127,0.079,326,8024741.5,,4.5,0.9923,0.079,0.003,13
Argentina,Juanchi,MARCA C,Devoto,Pedidos Ya,1 jul 2025,4985,0.0654,326,7272732.55,,4.5,0.9824,0.0654,0,12
Argentina,Juanchi,MARCA C,Recoleta,Pedidos Ya,1 jul 2025,3167,0.0663,210,5127145.75,,4.5,0.9452,0.0663,0.0573,10
Argentina,Juanchi,MARCA C,Recoleta,Pedidos Ya,14 jul 2025,,,,,,,,,,
Argentina,Juanchi,MARCA C,Belgrano,Pedidos Ya,14 jul 2025,,,,,,,,,,
Argentina,Juanchi,MARCA C,Devoto,Pedidos Ya,14 jul 2025,,,,,,,,,,
Argentina,Juanchi,MARCA C,Urquiza,Pedidos Ya,14 jul 2025,,,,,,,,,,
Argentina,Juanchi,MARCA D ,Urquiza,Pedidos Ya,1 jul 2025,1785,0.0891,159,3743307,,4.3,0.9875,0.0891,0,17
Argentina,Juanchi,MARCA D ,Belgrano,Pedidos Ya,1 jul 2025,1781,0.0657,117,3396409.7,,4.6,0.9948,0.0657,0,14
Argentina,Juanchi,MARCA D ,Devoto,Pedidos Ya,1 jul 2025,1647,0.0601,99,2501258,,4.4,0.9981,0.0601,0,15
Argentina,Juanchi,MARCA D ,Recoleta,Pedidos Ya,1 jul 2025,1768,0.0543,96,2256984.5,,4.5,0.9684,0.0543,0.0297,14
Argentina,Juanchi,MARCA D ,Recoleta,Pedidos Ya,14 jul 2025,,,,,,,,,,
Argentina,Juanchi,MARCA D ,Belgrano,Pedidos Ya,14 jul 2025,,,,,,,,,,
Argentina,Juanchi,MARCA D ,Devoto,Pedidos Ya,14 jul 2025,,,,,,,,,,
Argentina,Juanchi,MARCA D ,Urquiza,Pedidos Ya,14 jul 2025,,,,,,,,,,
